1.159999999999999920e+00,1.000000000000000021e-02,2.000000000000000111e-01,1.070000000000000062e+00,2.485466839431620834e+00
1.159999999999999920e+00,1.000000000000000021e-02,2.000000000000000111e-01,1.209999999999999964e+00,2.674346742470076421e+00
1.159999999999999920e+00,1.000000000000000021e-02,2.000000000000000111e-01,1.349999999999999867e+00,2.805932175735535328e+00
1.159999999999999920e+00,1.000000000000000021e-02,2.000000000000000111e-01,1.489999999999999769e+00,2.986964838091377583e+00
1.159999999999999920e+00,1.000000000000000021e-02,2.000000000000000111e-01,1.629999999999999671e+00,3.176403709595003733e+00
1.159999999999999920e+00,1.000000000000000021e-02,2.000000000000000111e-01,1.769999999999999574e+00,3.319454811322488208e+00
1.159999999999999920e+00,1.000000000000000021e-02,2.000000000000000111e-01,1.909999999999999476e+00,3.452579537941668164e+00
1.159999999999999920e+00,1.000000000000000021e-02,4.000000000000000222e-01,1.070000000000000062e+00,2.635641800726657547e+00
1.159999999999999920e+00,1.000000000000000021e-02,4.000000000000000222e-01,1.209999999999999964e+00,2.834925829169249845e+00
1.159999999999999920e+00,1.000000000000000021e-02,4.000000000000000222e-01,1.349999999999999867e+00,3.101605919789598431e+00
1.159999999999999920e+00,1.000000000000000021e-02,4.000000000000000222e-01,1.489999999999999769e+00,3.215936197671941610e+00
1.159999999999999920e+00,1.000000000000000021e-02,4.000000000000000222e-01,1.629999999999999671e+00,3.367866123159655167e+00
1.159999999999999920e+00,1.000000000000000021e-02,4.000000000000000222e-01,1.769999999999999574e+00,3.510231512385523445e+00
1.159999999999999920e+00,1.000000000000000021e-02,4.000000000000000222e-01,1.909999999999999476e+00,3.649086854064991670e+00
1.159999999999999920e+00,1.000000000000000021e-02,6.000000000000000888e-01,1.070000000000000062e+00,2.839647516478492228e+00
1.159999999999999920e+00,1.000000000000000021e-02,6.000000000000000888e-01,1.209999999999999964e+00,3.033834407230604047e+00
1.159999999999999920e+00,1.000000000000000021e-02,6.000000000000000888e-01,1.349999999999999867e+00,3.154535710920607805e+00
1.159999999999999920e+00,1.000000000000000021e-02,6.000000000000000888e-01,1.489999999999999769e+00,3.366480129158675005e+00
1.159999999999999920e+00,1.000000000000000021e-02,6.000000000000000888e-01,1.629999999999999671e+00,3.568260910257815777e+00
1.159999999999999920e+00,1.000000000000000021e-02,6.000000000000000888e-01,1.769999999999999574e+00,3.594279830046491764e+00
1.159999999999999920e+00,1.000000000000000021e-02,6.000000000000000888e-01,1.909999999999999476e+00,3.671754707158565445e+00
1.159999999999999920e+00,1.000000000000000021e-02,8.000000000000000444e-01,1.070000000000000062e+00,2.884538702368737439e+00
1.159999999999999920e+00,1.000000000000000021e-02,8.000000000000000444e-01,1.209999999999999964e+00,3.236042925787162794e+00
1.159999999999999920e+00,1.000000000000000021e-02,8.000000000000000444e-01,1.349999999999999867e+00,3.360421764210526518e+00
1.159999999999999920e+00,1.000000000000000021e-02,8.000000000000000444e-01,1.489999999999999769e+00,3.527097036818241271e+00
1.159999999999999920e+00,1.000000000000000021e-02,8.000000000000000444e-01,1.629999999999999671e+00,3.661534538728286936e+00
1.159999999999999920e+00,1.000000000000000021e-02,8.000000000000000444e-01,1.769999999999999574e+00,3.627913385433923388e+00
1.159999999999999920e+00,1.000000000000000021e-02,8.000000000000000444e-01,1.909999999999999476e+00,3.404144521453526639e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.000000000000000000e+00,1.070000000000000062e+00,3.049538341791453444e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.000000000000000000e+00,1.209999999999999964e+00,3.289745898464567553e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.000000000000000000e+00,1.349999999999999867e+00,3.451034163266585963e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.000000000000000000e+00,1.489999999999999769e+00,3.688595721508001191e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.000000000000000000e+00,1.629999999999999671e+00,3.649098873552850897e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.000000000000000000e+00,1.769999999999999574e+00,3.487027624399237524e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.000000000000000000e+00,1.909999999999999476e+00,3.037885816095599267e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.199999999999999956e+00,1.070000000000000062e+00,3.170226775009507669e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.199999999999999956e+00,1.209999999999999964e+00,3.370521642066965917e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.199999999999999956e+00,1.349999999999999867e+00,3.712513618581009922e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.199999999999999956e+00,1.489999999999999769e+00,3.639454895488261066e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.199999999999999956e+00,1.629999999999999671e+00,3.568665912623705250e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.199999999999999956e+00,1.769999999999999574e+00,3.138719517954232430e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.199999999999999956e+00,1.909999999999999476e+00,2.393863915013622723e+00
1.159999999999999920e+00,1.000000000000000021e-02,1.400000000000000133e+00,1.070000000000000062e+00,3.311050678851776397e+00
